399;"Kershaw County Medical Center";"1315 Roberts St";"Camden";"SC"
400;"Crozer-Chester Medical Center";"1 Medical Center Blvd";"Chester";"PA"
401;"Palmetto Health Richland";"5 Richland Medical Park Dr";"Columbia";"SC"
402;"Providence Hospital";"2435 Forest Dr";"Columbia";"SC"
403;"Palmetto Health Baptist Columbia";"Taylor At Marion Sts";"Columbia";"SC"
404;"Allendale County Hospital";"Highway 278 W";"Fairfax";"SC"
405;"Springs Memorial Hospital";"800 W Meeting St";"Lancaster";"SC"
406;"Newberry County Memorial Hospital";"2669 Kinard St";"Newberry";"SC"
407;"Regional Medical Center of Orangeburg & Calhoun Counties";"3000 Saint Matthews Rd";"Orangeburg";"SC"
408;"Tuomey Regional Medical Center";"129 N Washington St";"Sumter";"SC"
409;"Lexington Medical Center";"2720 Sunset Blvd";"West Columbia";"SC"
410;"Fairfield Memorial Hospital";"102 North US Bypass Highway";"Winnsboro";"SC"
411;"Coastal Carolina Hospital";"1000 Medical Center Dr";"Hardeeville";"SC"
412;"Fayette Medical Center";"1653 Temple Ave N";"Fayette";"AL"
413;"Saint Francis Downtown";"1 Saint Francis Dr";"Greenville";"SC"
414;"Greenville Memorial Hospital";"701 Grove Rd";"Greenville";"SC"
416;"Northwest Medical Center";"1530 US Highway 43";"Winfield";"AL"
418;"Anmed Health Medical Center";"800 N Fant St";"Anderson";"SC"
419;"Baptist Easley";"200 Fleetwood Dr";"Easley";"SC"
420;"Pickens County Medical Center";"241 Robert K Wilson Dr";"Carrollton";"AL"
421;"Upstate Carolina Medical Center";"1530 N Limestone St";"Gaffney";"SC"
422;"Forrest City Medical Center";"1601 New Castle Rd";"Forrest City";"AR"
424;"Cannon Memorial Hospital";"123 Wg Acker Dr";"Pickens";"SC"
425;"Hillcrest Memorial Hospital";"729 SE Main St";"Simpsonville";"SC"
426;"Mary Black Health System";"1700 Skylyn Dr";"Spartanburg";"SC"
427;"Helena Regional Medical Center";"1801 Martin Luther King Dr";"Helena";"AR"
428;"Spartanburg Regional Medical Center";"101 E Wood St";"Spartanburg";"SC"
430;"Wallace Thomson Hospital";"322 W South St";"Union";"SC"
432;"Crossridge Community Hospital";"310 Falls Blvd S";"Wynne";"AR"
434;"Great River Medical Center";"1520 N Division St";"Blytheville";"AR"
435;"South Mississippi County Regional Medical Center";"611 W Lee Ave";"Osceola";"AR"
436;"Promedica Bixby Hospital";"818 Riverside Ave";"Adrian";"MI"
437;"Allegan General Hospital";"555 Linn St";"Allegan";"MI"
438;"Midmichigan Medical Center-Gratiot";"300 E Warwick Dr";"Alma";"MI"
439;"Huron Medical Center";"1100 S van Dyke Rd";"Bad Axe";"MI"
441;"Bay Regional Medical Center";"1900 Columbus Ave";"Bay City";"MI"
442;"Pemiscot Memorial Health System";"907 E Reed St";"Hayti";"MO"
443;"Carson City Hospital";"406 E Elm St";"Carson City";"MI"
444;"Hills & Dales General Hospital";"4675 Hill St";"Cass City";"MI"
445;"Hayes Green Beach Memorial Hos";"321 E Harris St";"Charlotte";"MI"
447;"Midmichigan Regional Medical C";"703 N McEwan St";"Clare";"MI"
448;"Comm Hlth Ctr Branch Co";"274 E Chicago St";"Coldwater";"MI"
449;"Eaton Rapids Medical Center";"1500 S Main St";"Eaton Rapids";"MI"
451;"Spectrum Health Gerber Memorial";"212 S Sullivan Ave";"Fremont";"MI"
452;"Midmichigan Regional Medical C";"515 Quarter St";"Gladwin";"MI"
453;"North Ottawa Community Hospita";"1309 Sheldon Rd";"Grand Haven";"MI"
454;"Spectrum Health Blodgett Hospital";"1840 Wealthy St SE";"Grand Rapids";"MI"
456;"Devos Childrens Hospital";"100 Michigan St NE";"Grand Rapids";"MI"
459;"St Marys Health Clinic";"200 Jefferson Ave SE";"Grand Rapids";"MI"
462;"Spectrum Health United Hospital";"615 S Bower St";"Greenville";"MI"
463;"Harbor Beach Comm Hospital";"210 S 1st St";"Harbor Beach";"MI"
464;"Pennock Hospital";"1009 W Green St";"Hastings";"MI"
466;"Hillsdale Community Health Center";"168 S Howell St";"Hillsdale";"MI"
467;"Holland Hospital";"602 Michigan Ave";"Holland";"MI"
468;"Sparrow Ionia Hospital";"500 E Washington St";"Ionia";"MI"
470;"Allegiance Health";"205 N East Ave";"Jackson";"MI"
472;"Borgess Medical Center";"1521 Gull Rd";"Kalamazoo";"MI"
474;"Bronson Methodist Hospital";"601 John St";"Kalamazoo";"MI"
475;"Spectrum Health Kelsey Hospital";"418 Washington St";"Lakeview";"MI"
476;"Sparrow Hospital";"1215 E Michigan Ave";"Lansing";"MI"
477;"McLaren Greater Lansing";"401 W Greenlawn Ave";"Lansing";"MI"
479;"McLaren Orthopedic Hospital";"2727 S Pennsylvania Ave";"Lansing";"MI"
480;"Memorial Medical Center";"1 N Atkinson Dr";"Ludington";"MI"
481;"Oaklawn Hospital";"200 N Madison St";"Marshall";"MI"
483;"Midmichigan Medical Center-Midland";"4000 Wellness Dr";"Midland";"MI"
484;"McLaren Central Michigan Hospital";"1221 South Dr";"Mount Pleasant";"MI"
487;"Mercy Health Mercy Campus";"1500 E Sherman Blvd";"Muskegon";"MI"
488;"Great Lakes Specialty Hospital";"1700 Clinton St";"Muskegon";"MI"
489;"Saint Mary's of Michigan - Standish Hospital";"805 W Cedar St";"Standish";"MI"
490;"Memorial Health Care Center";"826 W King St";"Owosso";"MI"
492;"Bronson Lakeview Hospital";"408 Hazen St";"Paw Paw";"MI"
493;"Scheurer Hospital";"170 N Caseville Rd";"Pigeon";"MI"
496;"Spectrum Health Reed City Campus";"300 N Patterson Rd";"Reed City";"MI"
497;"Covenant Medical Center";"1447 N Harrison St";"Saginaw";"MI"
499;"St Marys of Michigan Medical C";"800 S Washington Ave";"Saginaw";"MI"
500;"Sparrow Clinton Hospital";"805 S Oakland St";"Saint Johns";"MI"
501;"Mercy Health Lakeshore Campus";"72 S State St";"Shelby";"MI"
502;"Sheridan Community Hospital";"301 N Main St";"Sheridan";"MI"
504;"South Haven Community Hospital";"955 S Bailey Ave";"South Haven";"MI"
505;"Sturgis Hospital";"916 Myrtle St";"Sturgis";"MI"
506;"Promedica Herrick Hospital";"500 E Pottawatamie St";"Tecumseh";"MI"
508;"Three Rivers Health";"701 S Health Pkwy";"Three Rivers";"MI"
510;"Spectrum Health Zeeland Community Hospital";"8333 Felch St";"Zeeland";"MI"
512;"Caro Community Hospital";"401 N Hooper St";"Caro";"MI"
513;"Bronson Battle Creek";"300 North Ave";"Battle Creek";"MI"
518;"Carolinas Hospital System";"805 Pamplico Hwy";"Florence";"SC"
519;"Marlboro Park Hospital";"1138 Cheraw St";"Bennettsville";"SC"
520;"Georgetown Memorial Hospital";"606 Black River Rd";"Georgetown";"SC"
521;"Williamsburg Regional Hospital";"500 Nelson Blvd";"Kingstree";"SC"
522;"Lake City Community Hospital";"258 N Ron McNair Blvd";"Lake City";"SC"
523;"Carolinas Hospital System - Marion";"2829 E Highway 76";"Mullins";"SC"
524;"Chesterfield General Hospital";"711 Chesterfield Hwy";"Cheraw";"SC"
525;"Waccamaw Community Hospital";"4070 S Bypass Highway";"Murrells Inlet";"SC"
526;"Baptist Memorial Hospital - Union City";"1201 Bishop St";"Union City";"TN"
527;"McG Medical Center";"1120 15th St";"Augusta";"GA"
528;"Trinity Hospital of Augusta";"2260 Wrightsboro Rd";"Augusta";"GA"
529;"Doctors Hospital of Augusta";"3651 Wheeler Rd";"Augusta";"GA"
530;"Baptist Memorial Hospital - Huntingdon";"631 Rb Wilson Dr";"Huntingdon";"TN"
531;"University Hospital";"1350 Walton Way";"Augusta";"GA"
532;"Wills Memorial Hospital";"120 Gordon St";"Washington";"GA"
533;"Burke Medical Center";"351 S Liberty St";"Waynesboro";"GA"
534;"Aiken Regional Medical Centers";"302 University Pkwy";"Aiken";"SC"
535;"Edgefield County Hospital";"300 Rdg Medical Plaza";"Edgefield";"SC"
536;"Appling Hospital";"163 E Tollison St";"Baxley";"GA"
537;"Evans Memorial Hospital";"200 N River St";"Claxton";"GA"
538;"Liberty Regional Medical Center";"462 Elma G Miles Pkwy";"Hinesville";"GA"
539;"Candler County Hospital";"400 Cedar St";"Metter";"GA"
540;"Washington County Regional Medical Center";"610 Sparta Rd";"Sandersville";"GA"
541;"Memorial University Medical Center";"4700 Waters Ave";"Savannah";"GA"
542;"Saint Joseph's Hospital";"11705 Mercy Blvd";"Savannah";"GA"
543;"Candler Hospital";"5353 Reynolds St";"Savannah";"GA"
544;"Effingham Hospital";"459 Ga Highway 119 S";"Springfield";"GA"
545;"East Georgia Regional Medical Center";"1499 Fair Rd";"Statesboro";"GA"
547;"Bristol Hospital";"41 Brewster Rd";"Bristol";"CT"
548;"Sycamore Shoals Hospital";"1501 W Elk Ave";"Elizabethton";"TN"
550;"Johnson City Medical Center";"400 N State Of Franklin Rd";"Johnson City";"TN"
551;"Holston Valley Medical Center";"130 W Ravine Rd";"Kingsport";"TN"
553;"Indian Path Medical Center";"2000 Brookside Dr";"Kingsport";"TN"
554;"Johnson County Community Hospital";"1901 S Shady St";"Mountain City";"TN"
555;"Hawkins County Memorial Hospital";"851 Locust St";"Rogersville";"TN"
556;"Johnston Memorial Hospital";"16000 Johnston Memorial Dr";"Abingdon";"VA"
558;"Cherokee Regional Medical Center";"300 Sioux Valley Dr";"Cherokee";"IA"
559;"Horn Memorial Hospital";"701 E 2nd St";"Ida Grove";"IA"
560;"Bolivar General Hospital";"650 Nuckolls Rd";"Bolivar";"TN"
561;"Camden General Hospital";"175 Hospital Dr";"Camden";"TN"
562;"Humboldt General Hospital";"3525 Chere Carol Rd";"Humboldt";"TN"
563;"Milan General Hospital";"4039 Highland St";"Milan";"TN"
564;"Gibson General Hospital";"200 Hospital Dr";"Trenton";"TN"
565;"Crawford County Memorial Hospital";"100 Medical Pkwy";"Denison";"IA"
566;"Hawarden Community Hospital";"1111 11th St";"Hawarden";"IA"
568;"Floyd Valley Hospital";"714 Lincoln St NE";"Le Mars";"IA"
569;"Burgess Health Center";"1600 Diamond St";"Onawa";"IA"
570;"Orange City Hospital";"1000 Lincoln Cir SE Ofc";"Orange City";"IA"
571;"Baum Harmon Mercy Hospital";"255 N Welch Ave";"Primghar";"IA"
572;"Sanford Medical Center Rock Rapids";"801 S Greene St";"Rock Rapids";"IA"
573;"Hegg Memorial Health Center Avera";"1202 21st Ave";"Rock Valley";"IA"
574;"Osceola Community Hospital";"600 9th Ave N";"Sibley";"IA"
575;"Sioux Center Community Hospital & Health Center";"605 S Main Ave";"Sioux Center";"IA"
576;"Saint Luke's Regional Medical Center";"2720 Stone Park Blvd";"Sioux City";"IA"
577;"Mercy Medical Center - Sioux City";"801 5th St";"Sioux City";"IA"
578;"Spencer Hospital";"1200 1st Ave E";"Spencer";"IA"
579;"Buena Vista Regional Medical Center";"1525 W 5th St";"Storm Lake";"IA"
580;"Sanford Sheldon Medical Center";"118 N 7th Ave";"Sheldon";"IA"
581;"Pender Community Hospital";"100 Hosp Dr";"Pender";"NE"
582;"Sanford Vermillion Medical Center";"20 S Plum St";"Vermillion";"SD"
583;"Avera Sacred Heart Hospital";"501 Summit St";"Yankton";"SD"
584;"Lewis & Clark Specialty Hospital";"2601 Fox Run Pkwy";"Yankton";"SD"
586;"Memorial Medical Center";"815 N Virginia St";"Port Lavaca";"TX"
587;"Citizens Medical Center";"2701 Hospital Dr";"Victoria";"TX"
588;"Detar Hospital Navarro";"506 E San Antonio St";"Victoria";"TX"
589;"Detar Hospital North";"101 Medical Dr";"Victoria";"TX"
590;"Sisters of Charity Hospital";"2157 Main St";"Buffalo";"NY"
593;"Erie County Medical Center";"462 Grider St";"Buffalo";"NY"
594;"Community Hospital of the Monterey Peninsula";"23625 Holman Hwy";"Monterey";"CA"
595;"Mercy Hospital of Buffalo";"565 Abbott Rd";"Buffalo";"NY"
597;"Roswell Park Cancer Institute";"Elm & Carlton Sts";"Buffalo";"NY"
598;"Queen of the Valley Medical Center";"1000 Trancas St";"Napa";"CA"
599;"Sisters of Charity Hospital - Saint Joseph Campus";"2605 Harlem Rd";"Cheektowaga";"NY"
600;"Cuba Memorial Hospital";"140 W Main St";"Cuba";"NY"
601;"Brooks Memorial Hospital";"529 Central Ave";"Dunkirk";"NY"
602;"Flowers Hospital";"4370 W Main St";"Dothan";"AL"
603;"Wca Hospital";"207 Foote Ave";"Jamestown";"NY"
604;"Mizell Memorial Hospital";"702 N Main St";"Opp";"AL"
605;"Kenmore Mercy Hospital";"2950 Elmwood Ave";"Kenmore";"NY"
606;"Eastern Niagara Hospital-Lockport";"521 East Ave";"Lockport";"NY"
607;"Eastern Niagara Hospital-Newfane";"2600 William St";"Newfane";"NY"
608;"Mount Saint Mary's Hospital and Health Center";"5300 Military Rd";"Lewiston";"NY"
609;"Niagara Falls Memorial Medical Center";"621 10th St";"Niagara Falls";"NY"
611;"Olean General Hospital";"515 Main St";"Olean";"NY"
612;"Lake Shore Health Care Center";"845 5 & 20";"Irving";"NY"
614;"Andalusia Regional Hospital";"849 S Three Notch St";"Andalusia";"AL"
615;"Bertrand Chaffee Hospital";"224 E Main St";"Springville";"NY"
616;"Southeast Alabama Medical Center";"1108 Ross Clark Cir";"Dothan";"AL"
617;"Medical Center Enterprise";"400 N Edwards St";"Enterprise";"AL"
618;"Wyoming County Community Health System";"400 N Main St";"Warsaw";"NY"
619;"Dale Medical Center";"126 Hospital Ave";"Ozark";"AL"
620;"Jones Memorial Hospital";"191 N Main St";"Wellsville";"NY"
621;"Westfield Memorial Hospital";"189 E Main St";"Westfield";"NY"
622;"Millard Fillmore Suburban Hospital";"1540 Maple Rd";"Williamsville";"NY"
623;"Salinas Valley Memorial Hospital";"450 E Romie Ln";"Salinas";"CA"
625;"Avera Dells Area Hospital";"909 N Iowa Ave";"Dell Rapids";"SD"
626;"Avera Gregory Hospital";"400 Park Ave";"Gregory";"SD"
627;"Avera McKennan Hospital & University Health Center";"1325 S Cliff Ave";"Sioux Falls";"SD"
628;"Sanford Usd Medical Center Sioux Falls";"1305 W 18th St";"Sioux Falls";"SD"
629;"Pioneer Memorial Hospital & Health Services";"315 N Washington St";"Viborg";"SD"
630;"Sanford Medical Center Canton-Inwood";"440 N Hiawatha Dr";"Canton";"SD"
632;"Sioux Falls Specialty Hospital";"910 E 20th St";"Sioux Falls";"SD"
633;"Highlands Medical Center";"380 Woods Cove Rd";"Scottsboro";"AL"
634;"Winchester Medical Center";"1840 Amherst St";"Winchester";"VA"
635;"Saint Joseph - Berea";"305 Estill St";"Berea";"KY"
636;"Clark Regional Medical Center";"175 Hosp Dr";"Winchester";"KY"
637;"Bedford Memorial Hospital";"1613 Oakwood St";"Bedford";"VA"
638;"Lonesome Pine Hospital";"1990 Holton Ave E";"Big Stone Gap";"VA"
639;"Lewisgale Hospital At Montgomery";"3700 S Main St";"Blacksburg";"VA"
640;"Lewisgale Hospital At Alleghany";"1 Arh Ln";"Low Moor";"VA"
641;"Twin County Regional Hospital";"200 Hospital Dr";"Galax";"VA"
642;"Buchanan General Hospital";"1535 Slate Creek Rd";"Grundy";"VA"
643;"Russell County Medical Center";"58 Carroll St";"Lebanon";"VA"
644;"Norton Community Hospital";"100 15th St NW";"Norton";"VA"
645;"Mountain View Regional Medical Center";"310 3rd St NE";"Norton";"VA"
646;"Carilion Giles Community Hospital";"159 Hartley Way";"Pearisburg";"VA"
647;"Lee Regional Medical Center";"127 Health Care Dr";"Pennington Gap";"VA"
648;"Lewisgale Hospital At Pulaski";"2400 Lee Hwy N";"Pulaski";"VA"
649;"Carilion New River Valley Medical Center";"2900 Lamb Cir";"Christiansburg";"VA"
650;"Clinch Valley Medical Center";"6801 Gov. G.C. Peery Highway";"Richlands";"VA"
651;"Carilion Roanoke Memorial Hospital";"1906 Belleview Ave SE";"Roanoke";"VA"
652;"Lewisgale Medical Center";"1900 Electric Rd";"Salem";"VA"
653;"Carilion Franklin Memorial Hospital";"180 Floyd Ave";"Rocky Mount";"VA"
654;"Carilion Tazewell Community Hospital";"141 Ben Bolt Ave";"Tazewell";"VA"
655;"Wythe County Community Hospital";"600 W Ridge Rd";"Wytheville";"VA"
656;"Dickenson Community Hospital";"312 Hosp Dr";"Clintwood";"VA"
657;"Saint Vincent Indianapolis Hospital";"2001 W 86th St";"Indianapolis";"IN"
658;"Indiana University Health Bloomington Hospital";"601 W 2nd St";"Bloomington";"IN"
659;"Franciscan Saint Francis Health - Indianapolis Campus";"8111 S Emerson Ave";"Indianapolis";"IN"
661;"Jane Phillips Nowata Health Center";"237 S Locust St";"Nowata";"OK"
662;"Community Hospital Anderson";"1515 N Madison Ave";"Anderson";"IN"
663;"Saint Vincent Anderson Regional Hospital";"2015 Jackson St";"Anderson";"IN"
665;"Saint Vincent Clay Hospital";"1206 E National Ave";"Brazil";"IN"
666;"Union Hospital Clinton";"801 S Main St";"Clinton";"IN"
667;"Franciscan Saint Elizabeth Health - Crawfordsville";"1710 Lafayette Rd";"Crawfordsville";"IN"
668;"Hendricks Regional Health Danville";"1000 E Main St";"Danville";"IN"
669;"Saint Vincent Mercy Hospital";"1331 S A St";"Elwood";"IN"
670;"Saint Vincent Frankfort Hospital";"1300 S Jackson St";"Frankfort";"IN"
671;"Johnson Memorial Hospital";"1125 W Jefferson St";"Franklin";"IN"
672;"Putnam County Hospital";"1542 S Bloomington St";"Greencastle";"IN"
673;"Hancock Regional Hospital";"801 N State St";"Greenfield";"IN"
674;"Indiana University Health Blackford Hospital";"410 Pilgrim Blvd";"Hartford City";"IN"
675;"Community Hospital East";"1500 N Ritter Ave";"Indianapolis";"IN"
677;"Riley Hospital For Children";"702 Barnhill Dr";"Indianapolis";"IN"
680;"Westview Hospital";"3630 Guion Rd";"Indianapolis";"IN"
682;"Indiana University Health Methodist Hospital";"1701 Senate Blvd";"Indianapolis";"IN"
684;"Community Hospital South";"1402 E County Line Rd";"Indianapolis";"IN"
686;"Saint Joseph Hospital";"1907 W Sycamore St";"Kokomo";"IN"
688;"Franciscan Saint Elizabeth Health - Lafayette Central";"1501 Hartford St";"Lafayette";"IN"
689;"Witham Memorial Hospital";"2605 N Lebanon St";"Lebanon";"IN"
690;"Pushmataha Hospital";"510 E Main St";"Antlers";"OK"
691;"Greene County General Hospital";"1185 North 1000 W";"Linton";"IN"
692;"Marion General Hospital";"441 N Wabash Ave";"Marion";"IN"
693;"Indiana University Health Morgan Hospital";"2209 John R Wooden Dr";"Martinsville";"IN"
694;"Atoka County Medical Center";"1200 W Liberty Rd";"Atoka";"OK"
695;"Indiana University Health White Memorial Hospital";"720 S 6th St";"Monticello";"IN"
696;"Franciscan Saint Francis Health - Mooresville Campus";"1201 Hadley Rd";"Mooresville";"IN"
697;"Indiana University Health Ball Memorial Hospital";"2401 W University Ave";"Muncie";"IN"
698;"Jane Phillips Medical Center";"3500 E Frank Phillips Blvd";"Bartlesville";"OK"
699;"Riverview Hospital";"395 Westfield Rd";"Noblesville";"IN"
700;"Saint Vincent Jennings Hospital";"301 Henry St";"North Vernon";"IN"
701;"Rush Memorial Hospital";"1300 N Main St";"Rushville";"IN"
702;"Major Hospital";"150 W Washington St";"Shelbyville";"IN"
703;"Ponca City Medical Center";"1900 N 14th St";"Ponca City";"OK"
704;"Sullivan County Community Hospital";"2200 N Section St";"Sullivan";"IN"
705;"Terre Haute Regional Hospital";"3901 S 7th St";"Terre Haute";"IN"
706;"Bristow Medical Center";"700 W 7th Ave";"Bristow";"OK"
707;"Union Hospital";"1606 N 7th St";"Terre Haute";"IN"
708;"Indiana University Health Tipton Hospital";"1000 S Main St";"Tipton";"IN"
709;"Saint Vincent Williamsport Hospital";"412 N Monroe St";"Williamsport";"IN"
710;"Saint Vincent Randolph Hospital";"473 E Greenville Ave";"Winchester";"IN"
711;"Indiana University Health Bedford";"2900 16th St";"Bedford";"IN"
713;"Saint Vincent Heart Center of Indiana";"10580 N Meridian St";"Indianapolis";"IN"
714;"Cleveland Area Hospital";"1401 W Pawnee St";"Cleveland";"OK"
715;"Saint Vincent Carmel Hospital";"13500 N Meridian St";"Carmel";"IN"
716;"Coal County General Hospital";"6 N Covington St";"Coalgate";"OK"
717;"Hillcrest Hospital - Cushing";"1027 E Cherry St";"Cushing";"OK"
718;"Indiana University Health North Hospital";"11700 N Meridian St";"Carmel";"IN"
719;"Medical Center of Southeastern Oklahoma";"1800 W University Blvd";"Durant";"OK"
720;"Indiana University Health West Hospital";"1111 Ronald Reagan Pkwy";"Avon";"IN"
721;"Fairfax Community Hospital";"40 Hospital Rd";"Fairfax";"OK"
722;"Integris Grove General Hospital";"1001 E 18th St";"Grove";"OK"
723;"Hillcrest Hospital Henryetta";"2401 W Main St";"Henryetta";"OK"
724;"Holdenville General Hospital";"100 McDougal Dr";"Holdenville";"OK"
725;"Choctaw Memorial Hospital";"1405 E Kirk St";"Hugo";"OK"
726;"McAlester Regional Health Center";"1 E Clark Bass Blvd";"Mcalester";"OK"
727;"Integris Baptist Regional Health Center";"200 2nd Ave SW";"Miami";"OK"
729;"Eastar Health System";"300 Rockefeller Dr";"Muskogee";"OK"
731;"Fayette Regional Health System";"1941 Virginia Ave";"Connersville";"IN"
732;"Okmulgee Memorial Hospital";"1401 Morris Dr";"Okmulgee";"OK"
733;"Pawhuska Hospital";"1101 E 15th St";"Pawhuska";"OK"
736;"Cameron Memorial Community Hospital";"416 E Maumee St";"Angola";"IN"
737;"Dekalb Memorial Hospital";"1316 E 7th St";"Auburn";"IN"
738;"Perry Memorial Hospital";"501 N 14th St";"Perry";"OK"
739;"Bluffton Regional Medical Center";"303 S Main St";"Bluffton";"IN"
